Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,DIS,GOOGL,JPM,META,MS,MSFT,NVDA,TSLA,V,AAPL,AMZN,DIS,GOOGL,JPM,META,MS,MSFT,NVDA,TSLA,V,AAPL,AMZN,DIS,GOOGL,JPM,META,MS,MSFT,NVDA,TSLA,V,AAPL,AMZN,DIS,GOOGL,JPM,META,MS,MSFT,NVDA,TSLA,V,AAPL,AMZN,DIS,GOOGL,JPM,META,MS,MSFT,NVDA,TSLA,V
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-15,236.57765197753906,223.35000610351562,106.99671173095703,194.65011596679688,247.2796173095703,615.1801147460938,126.29780578613281,422.2244873046875,136.1953887939453,428.2200012207031,313.4031677246094,237.66174156203553,223.57000732421875,108.40117775344288,195.45638605757955,248.57308719225867,620.5033555415417,127.1588166435514,424.04685017409594,136.4053114797544,429.79998779296875,314.30489414248854,233.15633900368562,220.75,106.8087875638839,190.97709427450172,238.78380771723948,604.5935029582943,124.27588356930997,414.2615295855494,131.24699764678536,405.6600036621094,310.2818256565633,233.36520475508792,222.8300018310547,107.97588085413315,192.20142977574318,245.36878608055946,608.2918626953108,125.48516931072872,415.1133035563719,133.60622538989423,409.8999938964844,310.8268108506683,39832000,31291300,6296900,21776000,18448500,15524300,11349500,19637800,185217300,81375500,5222000
2025-01-16,227.0198516845703,220.66000366210938,105.29552459716797,192.0222625732422,249.1610565185547,609.37841796875,131.386474609375,420.5110778808594,133.52626037597656,413.82000732421875,314.3643493652344,236.7168796666606,224.64999389648438,107.41211637162269,194.5804279448186,251.87540417848442,614.3128702309481,131.71539678755465,425.3740271428382,138.70455649670012,424.0,316.27678716445155,226.79110553013876,220.30999755859375,104.99881056705206,191.92271668187493,247.26003378749198,607.7934500715568,127.60382527494248,420.3229265289763,133.44628474718112,409.1300048828125,312.87799310346026,236.06047699847062,224.4199981689453,107.1055096100533,193.2465980564925,248.89647733634487,609.5778014543201,128.03917995041482,424.5916197701724,138.59459191383036,423.489990234375,312.87799310346026,71759100,24757300,7872800,17815400,15292300,8355300,16235700,15300000,209235600,68335200,4606700
2025-01-17,228.7305145263672,225.94000244140625,105.8493881225586,195.09803771972656,253.95278930664062,610.8438110351562,133.3793487548828,424.91845703125,137.66490173339844,426.5,316.7127685546875,231.0279618693864,226.50999450683594,106.56151380980845,196.3223731934333,255.3834456469004,623.0054123386464,133.5825152140239,430.31623990051855,138.45463626831489,439.739990234375,317.67394675631306,227.2386640256131,223.0800018310547,105.37464269502037,192.85839187855623,247.07383560720973,601.7723798733631,130.14814144242234,424.06671321451194,135.41563868932835,419.75,313.82923394981077,230.85888730040747,225.83999633789062,105.66147151604837,195.6255975250055,249.03365028322543,622.0883213436317,131.72505445784688,429.9299628963343,136.6452315490251,421.5,314.61205666824657,68488300,42370100,7144300,27735100,17678100,17280600,12481500,26197500,201188800,94991400,5805800
2025-01-21,221.43038940429688,230.7100067138672,107.51101684570312,197.1385955810547,257.7450256347656,614.522216796875,132.8279266357422,424.3935241699219,140.78387451171875,424.07000732421875,320.6863098144531,223.20071739531107,231.77999877929688,108.25281321091066,201.3590737795005,258.940513781988,619.5463519549992,133.13749605778284,426.7705180269004,141.78354697270905,433.20001220703125,321.62765059801967,218.1881065481907,226.94000244140625,105.63180542393161,196.9594160260543,254.28595393160222,607.0956232572347,130.88338604032123,421.52132200002626,137.0450940162502,406.30999755859375,317.08932296862866,222.783001089375,228.89999389648438,105.92851944244893,198.15390588987137,254.84450829070423,615.8879054164239,131.99593759393997,426.0772445238866,139.1144233323199,432.6400146484375,317.396500831055,98070400,39951500,8643700,29971300,13712100,11674000,11213300,26085700,197749000,87320900,5653000
2025-01-22,222.61392211914062,235.00999450683594,107.61981964111328,197.45712280273438,257.558837890625,621.5401000976562,131.57028198242188,441.9239196777344,147.0218505859375,415.1099853515625,320.6169738769531,222.90233985709415,235.44000244140625,108.35173085786397,199.5574134711185,258.08799621971843,631.7080497498704,133.87276664088645,442.98364251820686,147.7416007949869,428.0,322.77713786526056,218.59586314481808,231.19000244140625,107.04616949153079,196.62099201618707,255.020881505667,617.482886369199,131.39615193016226,431.82165779523024,143.62295473278476,414.5899963378906,319.4477141298874,218.59586314481808,232.02000427246094,108.35173085786397,198.14394994474472,257.6176299378133,621.3407166057895,132.78923663360354,433.366705345479,144.61263605764083,416.80999755859375,321.81595954165624,64126500,41448200,8781700,26200600,9021900,12274000,7177500,27803800,237651400,60963300,5026500
2025-01-23,222.4448699951172,235.4199981689453,109.82542419433594,197.0689239501953,260.6064147949219,634.4494018554688,133.3116455078125,442.42901611328125,147.17178344726562,412.3800048828125,325.224609375,225.79655609657794,235.52000427246094,109.85509484125981,199.3782549776066,261.4981043150236,634.5988938410488,133.6986109893255,442.46864124256984,147.18177468068177,420.7300109863281,325.5218987336218,221.09225820038625,231.50999450683594,107.30331356260781,194.30171827365388,258.50939836499305,619.1975078850631,131.54124964440618,437.26895379651836,143.67292977388993,408.95001220703125,320.626830313568,223.51900422998196,234.10000610351562,107.31320629356335,197.22819130144518,259.37172176031316,625.3879484959136,131.54124964440618,437.7641621247137,145.0024960002277,416.05999755859375,320.815104502031,60234800,26404400,7608300,26951400,10749700,9910200,6911000,18389300,155915500,50690600,5297100
2025-01-24,221.56961059570312,234.85000610351562,110.93318176269531,199.28868103027344,259.5186462402344,645.4546508789062,133.33099365234375,439.8044128417969,142.57327270507812,406.5799865722656,327.1965637207031,224.40413230326863,236.39999389648438,112.14972362392321,199.9754930323733,261.7332463118807,649.9504837452617,134.51124275914617,442.3695883246394,148.92119854206575,418.8800048828125,328.07845269289544,220.207058812345,232.92999267578125,109.41991077935286,197.08884431729592,257.7254290357368,632.2064489650473,132.02495936375874,437.169900939795,141.83352489203162,405.7799987792969,324.82828827763444,223.55874437620204,234.5,109.94411990338145,197.18839021308668,258.3917588239568,634.3995455880619,132.02495936375874,440.89387719602587,148.32138900097752,414.45001220703125,325.03636968275924,54697900,25890700,8304500,23877500,7666300,19065300,6475500,15549500,234657600,56427100,4327500
2025-01-27,228.6111602783203,235.4199981689453,112.10025787353516,190.9272918701172,260.50836181640625,657.8057250976562,132.1990966796875,430.39544677734375,118.38121032714844,397.1499938964844,331.4971008300781,230.88871192185238,235.61000061035156,112.83216901957242,195.97396712425268,260.62594590776155,661.7831731182577,132.30551440359685,431.0293279263355,128.3579371600633,406.69000244140625,332.4384416797574,222.76310174211312,225.86000061035156,110.24082445444975,189.8522601854155,256.99049819617136,623.1350240288891,129.75150379155957,419.4414413066827,116.66177248371496,389.0,325.0661119837602,222.80289291870474,226.2100067138672,110.4584192521396,191.5245367578076,258.86212472863684,624.6402872001196,130.8543716748987,419.9465634582157,124.75912547322825,394.79998779296875,326.9983872773065,94863400,49428300,10176900,41728900,7522300,28399200,6460700,35647800,818830900,58125500,6636500
2025-01-28,236.9655303955078,238.14999389648438,110.91339111328125,194.40126037597656,261.7724304199219,672.2103271484375,134.02752685546875,442.91436767578125,128.94775390625,398.0899963378906,331.4376220703125,238.88505261672515,241.77000427246094,111.72442149815572,194.58042475121238,261.9585852806135,680.434394086623,134.31775833392095,444.08305214713533,128.95774513931468,400.5899963378906,334.75712669159793,229.5560092044273,233.97999572753906,110.33973345067807,189.80251062684363,259.5088172183071,657.3969918528114,131.22199034126524,427.2459679678923,116.21192149182427,386.5,329.86208814295765,229.59580038333414,234.2899932861328,111.6156240950433,191.8629920734772,260.5083417265411,663.9064946462431,131.63799223813018,430.435111003789,121.77009783396647,396.9100036621094,331.6258962729518,75707600,41587200,6516800,24157900,7375400,20950100,5885100,23491700,579666400,48910700,5999600
2025-01-29,238.05955505371094,237.07000732421875,111.95191192626953,194.5107421875,261.22369384765625,674.363525390625,134.1920166015625,438.0909423828125,123.65948486328125,389.1000061035156,332.82489013671875,238.55683854812662,240.38999938964844,113.12889038296687,195.88438120776217,265.24132005031925,678.9091891458575,136.87178297541593,442.5973558524787,126.84844257022412,398.5899963378906,334.04368288541144,232.73861559310797,236.14999389648438,111.52661503383217,192.5398430560715,260.2731825014487,663.5775294568425,133.6792659047465,436.17944568172504,120.0106863497111,384.4800109863281,331.4574375737999,232.84801856891494,239.02000427246094,112.25851868153497,194.66004582386458,261.84104027619514,672.8782187611764,133.95982844235078,442.4091742886292,126.458570906435,395.2099914550781,331.4574375737999,45486100,26091700,7607100,18218300,7684900,21377800,5719800,23581400,467120600,68033600,5087300
2025-01-30,236.2991485595703,234.63999938964844,112.18928527832031,199.9456329345703,262.8405456542969,684.8404541015625,135.38192749023438,411.01300048828125,124.60917663574219,400.2799987792969,339.9296875,239.48175963713217,237.9499969482422,113.9201435054987,200.4731927690754,264.28101058042995,708.5556496697027,135.91401604228125,418.8075747745586,124.9590604797062,412.5,341.3070589090581,235.92122345328548,232.22000122070312,111.88267852135047,196.76036171060426,261.2628793521523,673.9746933017885,134.36612475665132,409.20055129765046,118.06131881584726,384.4100036621094,335.9165374232435,237.3732826437262,237.13999938964844,112.84206217153721,197.0888449414686,263.2325025931336,694.6295927845299,135.25615707926366,414.75677425796516,123.05968123503551,410.7799987792969,336.42190826253784,55658300,32020700,6236200,24354700,8753500,29322900,4545700,54586300,392925500,98092900,8081300
2025-01-31,234.71778869628906,237.67999267578125,111.82332611083984,203.0811309814453,261.9292297363281,687.0135498046875,134.81222534179688,411.08233642578125,120.03067016601562,404.6000061035156,338.6910095214844,245.84699474947953,240.2899932861328,112.76293936031657,204.5344037474068,265.3785228398926,703.0828715870788,136.10746854081293,416.6583870568431,127.80812056780856,419.989990234375,348.05506536904755,232.1716998572169,236.41000366210938,111.52661209464412,200.87134591508243,261.59606481689747,683.4248907710689,134.16948525612932,410.933779971825,119.15096116009843,401.3399963378906,338.60183178122105,245.84699474947953,236.5,112.06070637892775,201.0704225036096,263.8204737000256,688.8278359211887,135.5036765457873,414.964783031506,123.73945402173636,401.5299987792969,343.31854497732616,100959800,36110200,7793400,32001100,7193800,19303900,5502700,34161900,388161100,83283600,8624100
2025-02-03,226.77120971679688,237.4199981689453,112.75304412841797,200.303955078125,261.4490661621094,695.2676391601562,133.57542419433594,406.9820556640625,116.62179565429688,383.67999267578125,342.67449951171875,230.5704628324937,239.25,113.34647969358954,202.8123625387659,262.7817556497826,701.7870595426608,134.39346782337986,411.4290171061556,118.53116613291392,389.1700134277344,342.85285501106176,224.47376244068877,232.89999389648438,109.64739070960889,199.17916555521708,256.44175417795225,673.1274317559399,130.41036064052446,404.7437041840203,112.9729895620065,374.3599853515625,336.1543329068791,228.7404632470789,234.05999755859375,110.13202887413902,199.76644678798675,256.56911700815533,673.7853303532094,132.26069954336353,407.6555317858933,114.71241754878405,386.67999267578125,336.90742977965607,73063300,37285900,8870700,27838300,8381400,21415700,5307000,25679100,371235700,93732100,8004500
2025-02-04,231.53518676757812,242.05999755859375,112.06070709228516,205.43028259277344,262.5563659667969,701.9764404296875,133.19561767578125,408.4180908203125,118.61112976074219,392.2099914550781,342.01055908203125,231.8633956790269,242.52000427246094,113.40583176957502,206.09719755510824,264.4181838673514,705.4853950757674,134.27660921118942,409.9532546940812,121.16028976109213,394.0,342.8627523702409,225.4185909783935,238.02999877929688,111.27934734989304,201.8767037764101,261.4686533068301,689.435967564897,132.72815143451558,405.81329031153365,116.66176403787988,381.3999938964844,339.42431378268606,226.01533721300711,239.00999450683594,112.55523800170222,202.4540365472158,264.4181838673514,700.291750368734,134.1305204382896,408.7350313881363,116.92168099297385,382.6300048828125,341.4655738991025,45067300,29713800,13521100,43856400,5626000,13826300,5997300,20532100,256550000,57072200,5532600
2025-02-05,231.20697021484375,236.1699981689453,109.33089447021484,190.44952392578125,264.996337890625,702.654296875,135.29916381835938,409.3293151855469,124.78911590576172,378.1700134277344,346.26153564453125,231.4058805611787,238.32000732421875,117.29283759233114,191.86298743209488,265.2021399656086,715.8826032404849,135.5815932122749,409.8641184268012,124.95905839472358,388.3900146484375,346.301180276247,227.02979223826367,235.1999969482422,109.0242877207673,187.16470709545553,262.93852647158326,696.8127318836921,132.94241044643366,406.4669964929513,120.72044926950534,375.5299987792969,342.1096449921182,227.2883741709104,237.02000427246094,114.43444953667974,190.19072588273337,263.50688948192004,701.338438880343,133.8773281207573,408.39832109505767,121.72012173666313,387.510009765625,342.8528230768223,39620300,38727300,23310000,70373900,5704400,17778200,5871200,16316700,262230800,57223300,4939100
2025-02-06,231.95289611816406,238.8300018310547,110.86392974853516,190.71829223632812,271.33636474609375,709.7518920898438,137.39297485351562,411.8350524902344,128.63784790039062,374.32000732421875,344.31939697265625,232.52974674745317,239.66000366210938,111.44748011446863,191.21599131294843,271.4147740879296,716.6402049884904,137.70460415056905,414.19224891795665,128.72783001681898,375.3999938964844,347.46054630363625,229.1780459389265,236.00999450683594,107.95609328722067,187.85154069465264,265.7411016247397,701.2885896343017,136.34119811343916,410.0324869601977,125.16899078801299,363.17999267578125,343.44739645175457,230.03337408912944,238.00999450683594,110.65622768315143,188.62795003909466,266.9757945712375,703.6611131134636,136.3509314208432,410.0324869601977,127.37826606210074,373.0299987792969,346.59846450137985,29925300,60897100,12470800,29297400,7264400,13080700,4576600,16309800,251483600,77918200,4294500
2025-02-07,226.39329528808594,229.14999389648438,109.64739227294922,184.48709106445312,270.2584228515625,712.2739868164062,136.32171630859375,405.8232116699219,129.79747009277344,361.6199951171875,344.85443115234375,232.72868233994458,234.80999755859375,111.31890913759743,190.3002126652559,272.953167941253,722.7310026615398,138.31814396242385,414.63791357819275,130.32729528258605,380.54998779296875,347.55961020943766,226.02529517161955,228.05999755859375,109.59793616433703,182.39676404459453,269.1903274772675,709.5126746052003,136.1659090904499,404.1890302854019,124.95905898960582,360.3399963378906,344.0518012571608,231.33629458433444,232.5,110.38918862647579,190.1708212328695,271.6988877865912,714.546788192433,138.3084106550434,412.48872643025265,129.17767804139822,370.19000244140625,344.83462395690464,39707200,77539300,8669300,49315000,6857900,16427100,3529000,22886800,228186300,70298300,4261200
2025-02-10,226.66209411621094,233.13999938964844,108.08467864990234,185.61187744140625,265.5941162109375,715.14501953125,133.7214813232422,408.26953125,133.52626037597656,350.7300109863281,348.0352783203125,229.58933825388894,233.9199981689453,110.16170704280222,187.33391183220394,270.63082481312006,718.9330628152472,136.643078083147,411.4784713555885,134.955784699492,362.70001220703125,348.6991671718126,226.21404995469493,229.1999969482422,107.50113577565399,185.00468401733505,264.1732384863203,709.0940920727812,132.0659127979647,406.982001762604,129.91744211571256,350.510009765625,344.53738785197555,228.57377553913867,230.5500030517578,109.92433430971332,186.48783259444508,270.6014287866163,716.3013465299549,136.58464852555045,409.7452423090315,130.04738916543755,356.2099914550781,345.5282920100313,33115600,35419900,8239500,23105600,8627400,12904300,5517700,20817900,216989100,77514900,6067000
2025-02-11,231.61053466796875,232.75999450683594,107.8275146484375,184.46717834472656,269.4646911621094,717.537353515625,134.18896484375,407.49700927734375,132.7565155029297,328.5,348.1146545410156,234.2092091135714,233.44000244140625,107.85719284117596,186.07971836409422,270.6699878722711,721.3852053088176,134.59800156509675,408.53693461973535,134.43595803743202,349.3699951171875,349.504248490428,227.1400288616486,230.1300048828125,106.51206818285583,183.43195584227703,264.2417985602018,707.8080235680292,131.9003890820014,405.37750324031913,130.9770996135579,325.1000061035156,343.67785901944006,227.20971719471092,231.9199981689453,107.19451569698599,184.17850439769825,264.8297489042904,711.077742352479,133.2345805006382,405.71427148321067,132.5365863252507,345.79998779296875,345.71261834277146,53718400,23713700,7456700,21239500,7196400,12998000,5096800,18140600,178902400,118543400,5154800
2025-02-12,235.84210205078125,228.92999267578125,108.03522491455078,182.76504516601562,269.91546630859375,723.099853515625,133.52671813964844,405.1199951171875,131.09706115722656,336.510009765625,348.8789367675781,235.93172304376256,231.17999267578125,108.33193893022691,184.25814231125668,270.89537356706836,724.8144176821432,133.69227351480686,406.8135989590122,132.19670709360815,346.3999938964844,349.2164074329278,229.67896101319025,228.16000366210938,106.57141011434312,180.9932377687485,267.75965837819103,710.3599968194253,132.05618637676346,400.49473651773883,129.03773808890557,329.1199951171875,344.90865088222534,230.19670873650108,230.4600067138672,107.0659410197461,182.37684051579572,268.5729682447906,713.0515218383842,132.52363772191723,403.3075158999609,129.97743275203294,329.94000244140625,346.5662585673462,45243300,32285200,6521200,22072600,6683900,12016500,4688900,19121700,160278600,105382700,6760100
2025-02-13,240.48187255859375,230.3699951171875,108.39128112792969,185.28341674804688,270.7679443359375,726.2698364257812,133.26377868652344,406.6056213378906,135.2456817626953,355.94000244140625,352.9881896972656,241.28835511000761,230.4199981689453,108.5594273720852,185.42277188580212,271.40487798720034,726.7084557601091,134.4908589776869,407.0612044905901,136.45529216313562,358.69000244140625,353.43482867534993,234.54774465400956,227.52000427246094,107.3725486616563,182.2972222059454,268.3083678793403,715.7828856053137,132.78659400441433,402.465657162982,131.127036067263,342.8500061035156,348.12459564923915,235.8819260401158,228.85000610351562,107.72861152019068,183.47179995722882,269.964413315259,719.2519879198333,134.36425168161162,403.0995382668374,131.51690772043457,345.0,350.49682566406943,53614100,31346500,6553200,21402500,8398700,12569100,4699800,23891700,197430000,89441500,4279200
2025-02-14,243.53857421875,228.67999267578125,109.17264556884766,184.37759399414062,271.0325927734375,734.354248046875,135.3186492919922,404.515869140625,138.80453491210938,355.8399963378906,351.1817321777344,244.48444869345934,229.88999938964844,109.30122844026161,185.54220800020582,273.61956274559714,738.5809097984375,135.93218949826726,404.99128001840967,139.20439781688884,362.0,352.7896932169901,239.94423906079516,227.22999572753906,108.39128579265632,183.4717932262479,270.89542128337536,723.3389960821124,132.88398480361516,401.99031874797896,135.4556258828613,347.5,350.596118607319,240.2031053319298,229.1999969482422,108.65833672102133,184.20837813225802,271.79691937350253,723.85738092295,132.88398480361516,403.8820181953633,136.4353006772254,360.6199951171875,351.79712168254787,40896200,27031100,5964500,20448400,5688600,16901200,5044500,22758500,195479600,68277300,5720300
2025-02-18,243.40911865234375,226.64999389648438,108.36161041259766,182.92431640625,274.3250732421875,714.1181640625,137.03265380859375,405.7142639160156,139.35435485839844,354.1099853515625,354.0800476074219,244.11602908498713,229.3000030517578,108.71767327090824,185.10424071494356,274.34466062350725,734.6833207719243,137.10081668268757,406.6650553734785,143.3930407195906,359.1000061035156,354.0899527247787,240.7905267294893,223.72000122070312,107.52090937611987,180.90365944170068,270.47401464832495,704.2193852371487,135.2602110419899,402.6043413346739,137.88483491061234,350.0199890136719,349.7821959826771,243.0905000064508,228.82000732421875,108.57920522000332,184.74589678490392,271.19916641874227,733.6864641630071,135.7666253838784,404.08996621044764,141.2237529999524,355.010009765625,351.06262171904,48822500,42975100,8362900,29916700,7919800,21938700,3797000,21423100,219176600,51631700,5822000
2025-02-19,243.80735778808594,226.6300048828125,110.13202667236328,184.41741943359375,273.6391296386719,701.5578002929688,137.01316833496094,410.79510498046875,139.18438720703125,360.55999755859375,352.5911865234375,244.94241003871878,226.8300018310547,110.53754562045461,184.60654751219354,274.61903699637526,704.7776276936228,137.24688659361874,411.5082061808428,141.3136943495984,367.3399963378906,354.49690684959194,242.1047870084227,223.7100067138672,107.9462010643494,182.74514264416922,271.64991889871,693.2041369812721,135.62053265040893,403.7433432351679,137.17505112782226,353.6700134277344,351.54896826896316,243.59827761149603,225.52000427246094,107.9462010643494,183.22294469175932,272.7866150221738,701.886719169158,136.3509319287373,403.97114994678657,139.46429426521587,354.0,353.3752962027272,32204200,28566700,8452100,19549400,7007200,17535500,3623100,24114200,167536000,67094400,4152300
